Video Title,Notes,Image 1,Image 2,Image 3,image 4,Credit Image,MP3,Youtube tags,Data record number
Ferro Flores - El Sube Y Baja - ACME Records AC-006,Title: El Sube Y Baja ;Artist: Ferro Flores ;Accompaniment: Y Su Orquesta ;Record Label: ACME Records ;Matrix Number: P-092-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-sube-y-baja;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\ACMjpg\ACM_AC-006_P-092-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-006_P-092-A.mp3,Frontera Collection; polka,237
Ferro Flores - Los Millonarios - ACME Records AC-006,Title: Los Millonarios ;Artist: Ferro Flores ;Accompaniment: Y Su Orquesta ;Record Label: ACME Records ;Matrix Number: P-092-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/los-millonarios;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\ACMjpg\ACM_AC-006_P-092-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-006_P-092-B.mp3,Frontera Collection; polka,238
Isaac Rodriguez  - La Rumaldita - ACME Records AC-007,Title: La Rumaldita ;Artist: Isaac Rodriguez  ;Accompaniment: Con Bajo Sexto Por Amadeo Flores ;Record Label: ACME Records ;Matrix Number: P-093-A ;Recording Format: 78 ;Notes: Additions 3/7.  Isaac Rodriguez - Acordeón; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/la-rumaldita;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\ACMjpg\ACM_AC-007_P-093-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-007_P-093-A.mp3,Frontera Collection; huapango,239
Isaac Rodriguez  - El Jorobado - ACME Records AC-007,Title: El Jorobado ;Artist: Isaac Rodriguez  ;Accompaniment: Con Bajo Sexto Por Amadeo Flores ;Record Label: ACME Records ;Matrix Number: P-093-B ;Recording Format: 78 ;Notes: Additions 3/7.  Isaac Rodriguez - Acordeón; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-jorobado;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\ACMjpg\ACM_AC-007_P-093-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\ACMmp3\ACM_AC-007_P-093-B.mp3,Frontera Collection; huapango,240
Carmelo Rosado y su Trio Los Azores - Marino Mercante - Adela 1 A,Title: Marino Mercante ;Artist: Carmelo Rosado y su Trio Los Azores ;Accompaniment: Con Maneco Y Paquito ;Record Label: Adela ;Matrix Number: AD-1-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/marino-mercante;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Adejpg\Ade_1A_AD-1-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Ademp3\Ade_1A_AD-1-A.mp3,Frontera Collection; rumbon,301
Carmelo Rosado y su Trio Los Azores - Consejo - Adela 1 B,Title: Consejo ;Artist: Carmelo Rosado y su Trio Los Azores ;Accompaniment: Con Maneco Y Paquito ;Record Label: Adela ;Matrix Number: AD-1-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/consejo;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Adejpg\Ade_1B_AD-1-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Ademp3\Ade_1B_AD-1-B.mp3,Frontera Collection; bolero,302
"Carlos Pizarro - Si Te Vas, Mucha Suerte! - Adela A D 2 B","Title: Si Te Vas, Mucha Suerte! ;Artist: Carlos Pizarro ;Accompaniment: Su Trio Y Conjunto ;Record Label: Adela ;Matrix Number: M  2 B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/si-te-vas-mucha-suerte;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Adejpg\Ade_AD2B_M2B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Ademp3\Ade_AD2B_M2B.mp3,Frontera Collection; vals,303
Carlos Pizarro - Ya Lo Has Pagado - Adela A D 2 A,Title: Ya Lo Has Pagado ;Artist: Carlos Pizarro ;Accompaniment: Su Trio Y Conjunto ;Record Label: Adela ;Matrix Number: M 2 A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/ya-lo-has-pagado;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Adejpg\Ade_AD2A_M2A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Ademp3\Ade_AD2A_M2A.mp3,Frontera Collection; ranchera,304
Vela Y Garcia - Fiel Recuerdo - Aero 100-A ,Title: Fiel Recuerdo ;Artist: Vela Y Garcia ;Accompaniment: F. Garcia - Contrabajo ;Record Label: Aero ;Matrix Number: AERO-100-A ;Recording Format: 78 ;Notes: Accordeon y Bajo Sexto.; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/fiel-recuerdo;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_100-A_AERO-100-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_100-A_AERO-100-A.mp3,Frontera Collection; vals,319
Vela Y Garcia - Ave De Corral - Aero 100-B,Title: Ave De Corral ;Artist: Vela Y Garcia ;Accompaniment: F. Garcia - Contrabajo ;Record Label: Aero ;Matrix Number: AERO-100-B ;Recording Format: 78 ;Notes: Accordeon y Bajo Sexto.; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/ave-de-corral;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_100-B_AERO-100-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_100-B_AERO-100-B.mp3,Frontera Collection; polka,320
Romero Y González - Pasando El Rato - Aero 101-A,Title: Pasando El Rato ;Artist: Romero Y González ;Accompaniment: con Guitarras ;Record Label: Aero ;Matrix Number: AERO-101-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/pasando-el-rato;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_101-A_AERO-101-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_101-A_AERO-101-A.mp3,Frontera Collection; canción,321
Romero Y González - Abre Tus Puertas - Aero 101-B,Title: Abre Tus Puertas ;Artist: Romero Y González ;Accompaniment: con Guitarras ;Record Label: Aero ;Matrix Number: AERO-101-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/abre-tus-puertas;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_101-B_AERO-101-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_101-B_AERO-101-B.mp3,Frontera Collection; canción,322
Raul Martinez - El Nopalito - Aero 102-A,Title: El Nopalito ;Artist: Raul Martinez ;Accompaniment: Acordeon Y Bajo Sexto ;Record Label: Aero ;Matrix Number: AERO-102-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-nopalito;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_102-A_AERO-102-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_102-A_AERO-102-A.mp3,Frontera Collection; shotis,323
Raul Martinez - Dominga - Aero 102-B,Title: Dominga ;Artist: Raul Martinez ;Accompaniment: Acordeon Y Bajo Sexto ;Record Label: Aero ;Matrix Number: AERO-102-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/dominga;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_102-B_AERO-102-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_102-B_AERO-102-B.mp3,Frontera Collection; vals,324
Jose Urrea  - La Risueña - Aero 104-A,"Title: La Risueña ;Artist: Jose Urrea  ; Record Label: Aero ;Matrix Number: AERO-104-A ;Recording Format: 78 ;Notes: J. Urrea,  - Accordeon, R. Barrera - Bajo Sexto, M. Compean - Contrabajo ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/la-risue%C3%B1a;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_104-A_AERO-104-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_104-A_AERO-104-A.mp3,Frontera Collection; polka,325
Jose Urrea - La Perica - Aero 104-B,"Title: La Perica ;Artist: Jose Urrea ; Record Label: Aero ;Matrix Number: AERO-104-B ;Recording Format: 78 ;Notes: J. Urrea,  - Accordeon, R. Barrera - Bajo Sexto, M. Compean - Contrabajo ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/la-perica;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_104-B_AERO-104-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_104-B_AERO-104-B.mp3,Frontera Collection; polka,326
Raul Martinez - La Coqueta - Aero 105-A ,Title: La Coqueta ;Artist: Raul Martinez ;Accompaniment: Acordeon Y Bajo Sexto ;Record Label: Aero ;Matrix Number: AERO-105-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/la-coqueta;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_105-A_AERO-105-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_105-A_AERO-105-A.mp3,Frontera Collection; polka,327
Raul Martinez - Martina - Aero 105-B,Title: Martina ;Artist: Raul Martinez ;Accompaniment: Acordeon Y Bajo Sexto ;Record Label: Aero ;Matrix Number: AERO-105-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/martina;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_105-B_AERO-105-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_105-B_AERO-105-B.mp3,Frontera Collection; polka,328
Los Conquistadores - Delante De Mi Detente - Aero 108-A,Title: Delante De Mi Detente ;Artist: Los Conquistadores ; Record Label: Aero ;Matrix Number: AERO-108-A ;Recording Format: 78 ;Notes: There are two 78s present. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/delante-de-mi-detente;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_108-A_AERO-108-A.jpg,frontera/Photo_ARCHIVE_JPG/AFIA65.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_108-A_AERO-108-A.mp3,Frontera Collection; canción,329
Los Conquistadores - Ando Borracho De Gusto - Aero 108-B,Title: Ando Borracho De Gusto ;Artist: Los Conquistadores ; Record Label: Aero ;Matrix Number: AERO-108-B ;Recording Format: 78 ;Notes: There are two 78s present. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/ando-borracho-de-gusto;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_108-B_AERO-108-B.jpg,frontera/Photo_ARCHIVE_JPG/AFIA65.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_108-B_AERO-108-B.mp3,Frontera Collection; canción,330
Panchito Rodriguez - Tengo Que Partir - Aero 109-A,Title: Tengo Que Partir ;Artist: Panchito Rodriguez ;Accompaniment: Con La Orquesta de Felipe Perez ;Record Label: Aero ;Matrix Number: AERO-109-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/tengo-que-partir;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_109-A_AERO-109-A.jpg,frontera/Photo_ARCHIVE_JPG/AFIA864.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_109-A_AERO-109-A.mp3,Frontera Collection; bolero,331
Panchito Rodriguez - Olvidame - Aero 109-B,Title: Olvidame ;Artist: Panchito Rodriguez ;Accompaniment: Con La orquesta de Felipe Perez ;Record Label: Aero ;Matrix Number: AERO-109-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/olvidame;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_109-B_AERO-109-B.jpg,frontera/Photo_ARCHIVE_JPG/AFIA864.jpg,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_109-B_AERO-109-B.mp3,Frontera Collection; bolero,332
Hermanos Saenz - Corrido De Eduardo Cantu - Aero 110-A,Title: Corrido De Eduardo Cantu ;Artist: Hermanos Saenz ;Accompaniment: con Accordeon y Bajo Sexto ;Record Label: Aero ;Matrix Number: AERO-110-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/corrido-de-eduardo-cantu;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_110-A_AERO-110-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_110-A_AERO-110-A.mp3,Frontera Collection; corrido,333
Hermanos Saenz  - Corrido De Alonso - Aero 110-B,Title: Corrido De Alonso ;Artist: Hermanos Saenz  ;Accompaniment: con Accordeon y Bajo Sexto ;Record Label: Aero ;Matrix Number: AERO-110-B ;Recording Format: 78 ;Notes: Loud surface noise due to wear.  This corrido is about about Alonzo who took revenge for his father.  Corrido starts out with Alonzo going to Texas with his mother and then returning to to Mexico to take revenge for his father.  Alonzo killed a military leader named Margarito who it turns out  would take money from the store owners. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/corrido-de-alonso;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_110-B_AERO-110-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_110-B_AERO-110-B.mp3,Frontera Collection; corrido,334
Trio Conquistadores - Contestacion A Pobre Corazon - Aero 111-A,Title: Contestacion A Pobre Corazon ;Artist: Trio Conquistadores ;Accompaniment: Con Sus Guitarras ;Record Label: Aero ;Matrix Number: AERO-111-A ;Recording Format: 78 ;Notes: This is an answer / reply to “Pobre Corazon”. ; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/contestacion-pobre-corazon;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_111-A_AERO-111-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_111-A_AERO-111-A.mp3,Frontera Collection,335
Trio Conquistadores - Porque Fuiste Casada - Aero 111-B,Title: Porque Fuiste Casada ;Artist: Trio Conquistadores ;Accompaniment: Con Sus Guitarras ;Record Label: Aero ;Matrix Number: AERO-111-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/porque-fuiste-casada;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_111-B_AERO-111-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_111-B_AERO-111-B.mp3,Frontera Collection; canción,336
El Ciego Melquiades - Aqui Esta Tu Amor - Aero 112-A,Title: Aqui Esta Tu Amor ;Artist: El Ciego Melquiades ;Accompaniment: Y Su Violin ;Record Label: Aero ;Matrix Number: AERO-112-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/aqui-esta-tu-amor;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_112-A_AERO-112-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_112-A_AERO-112-A.mp3,Frontera Collection; polka,337
El Ciego Melquiades - Virginia - Aero 112-B,Title: Virginia ;Artist: El Ciego Melquiades ;Accompaniment: Y Su Violin ;Record Label: Aero ;Matrix Number: AERO-112-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/virginia;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_112-B_AERO-112-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_112-B_AERO-112-B.mp3,Frontera Collection; polka,338
Hermanos Atkinson - Ay! Que Ojitos - Aero 113-A,"Title: Ay! Que Ojitos ;Artist: Hermanos Atkinson ;Accompaniment: con Accordeon, Bajo Sexto y Contrabajo ;Record Label: Aero ;Matrix Number: AERO-113-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/ay-que-ojitos;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_113-A_AERO-113-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_113-A_AERO-113-A.mp3,Frontera Collection; canción,339
Hermanos Atkinson - Pero Maria - Aero 113-B,"Title: Pero Maria ;Artist: Hermanos Atkinson ;Accompaniment: con Accordeon, Bajo Sexto y Guitarra ;Record Label: Aero ;Matrix Number: AERO-113-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/pero-maria;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_113-B_AERO-113-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_113-B_AERO-113-B.mp3,Frontera Collection; canción,340
Mague Campero  - Se Fue Mi Amor - Aero 115-A,"Title: Se Fue Mi Amor ;Artist: Mague Campero  ;Accompaniment: y La Adelita del Norte con Accordeon, Bajo Sexto y Contrabajo ;Record Label: Aero ;Matrix Number: AERO-115-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/se-fue-mi-amor;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_115-A_AERO-115-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_115-A_AERO-115-A.mp3,Frontera Collection; corrido,341
Mague Campero  - Prieto Chulo - Aero 115-B,"Title: Prieto Chulo ;Artist: Mague Campero  ;Accompaniment: y La Adelita del Norte con Accordeon, Bajo Sexto y Contrabajo ;Record Label: Aero ;Matrix Number: AERO-115-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/prieto-chulo;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_115-B_AERO-115-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_115-B_AERO-115-B.mp3,Frontera Collection; canción,342
Flores Y Maya - Dos Corazones - Aero 116-A,"Title: Dos Corazones ;Artist: Flores Y Maya ;Accompaniment: con Accordeon, Bajo Sexto y Contrabajo.  ;Record Label: Aero ;Matrix Number: AERO-116-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/dos-corazones;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_116-A_AERO-116-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_116-A_AERO-116-A.mp3,Frontera Collection; canción,343
Julio Flores - Nomas Por Ti  - Aero 116-B,"Title: Nomas Por Ti  ;Artist: Julio Flores ;Accompaniment: con Accordeon, Bajo Sexto y Contrabajo.  ;Record Label: Aero ;Matrix Number: AERO-116-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/nomas-por-ti;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org",frontera\Aerjpg\Aer_116-B_AERO-116-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_116-B_AERO-116-B.mp3,Frontera Collection; canción,344
Felix Y Marta - Vendi Mi Corazon - Aero 117-A,Title: Vendi Mi Corazon ;Artist: Felix Y Marta ;Accompaniment: Con El conjunto Aero ;Record Label: Aero ;Matrix Number: AERO-117-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/vendi-mi-corazon;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_117-A_AERO-117-A.jpg,frontera/Photo_ARCHIVE_JPG/AFIA179.jpg,frontera/Photo_ARCHIVE_JPG/AFIA180.jpg,frontera/Photo_ARCHIVE_JPG/AFIA181.jpg,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_117-A_AERO-117-A.mp3,Frontera Collection; bolero,345
Marta - Adios Amor - Aero 117-B,Title: Adios Amor ;Artist: Marta ;Accompaniment: Con El conjunto Aero ;Record Label: Aero ;Matrix Number: AERO-117-B ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/adios-amor;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_117-B_AERO-117-B.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_117-B_AERO-117-B.mp3,Frontera Collection; bolero,346
Trio Conquistadores  - El Tira Dinero - Aero 118-A,Title: El Tira Dinero ;Artist: Trio Conquistadores  ;Accompaniment: Con Sus Guitarras ;Record Label: Aero ;Matrix Number: AERO-118-A ;Recording Format: 78; ;View more information about this and other recordings at the University of California at Los Angeles' Frontera website: http://frontera.library.ucla.edu/recordings/el-tira-dinero;This recording is from the Arhoolie Foundation’s Strachwitz Collection of Mexican American and Mexican Recordings.;For more information about the Arhoolie Foundation visit our website at: http://www.arhoolie.org,frontera\Aerjpg\Aer_118-A_AERO-118-A.jpg,,,,frontera/youtube_Arhoolie_Foundation_credit Screen_.tif,frontera\Aermp3\Aer_118-A_AERO-118-A.mp3,Frontera Collection; canción,347
